Time,Time Code,Country Name,Country Code,GDP per capita (current US$) [NY.GDP.PCAP.CD],Population density (people per sq. km of land area) [EN.POP.DNST],"Population, total [SP.POP.TOTL]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]",Access to electricity (% of population) [EG.ELC.ACCS.ZS]
2006,YR2006,Afghanistan,AFG,263.733601866274,40.5272035938243,26433058,..,30.7186908721924
2006,YR2006,Albania,ALB,2972.74292399799,109.21704379562,2992547,..,100
2006,YR2006,Algeria,DZA,3478.71000237566,14.1245505386818,33641007,72.648681640625,98.869010925293
2006,YR2006,American Samoa,ASM,8340.52343974691,295.545,59109,..,..
2006,YR2006,Andorra,AND,42674.7589681092,172.329787234043,80995,..,100
2006,YR2006,Angola,AGO,2599.56594793067,16.1625932461699,20149905,..,30.5868949890137
2006,YR2006,Antigua and Barbuda,ATG,13995.8044243845,187.988636363636,82715,..,100
2006,YR2006,Argentina,ARG,5919.01233837714,14.3567141327662,39289876,98.6108016967773,97.076057434082
2006,YR2006,Armenia,ARM,2158.1480742298,103.909413417633,2958301,..,99.188232421875
2006,YR2006,Aruba,ABW,24495.0153945714,560.166666666667,100830,..,100
2006,YR2006,Australia,AUS,36117.487983674,2.69423219608711,20697900,..,100
2006,YR2006,Austria,AUT,40669.3269586152,100.201660203587,8268641,..,100
2006,YR2006,Azerbaijan,AZE,2473.08181863536,102.672531674674,8484550,..,99.5
2006,YR2006,"Bahamas, The",BHS,30713.7980618188,33.0701298701299,331032,..,100
2006,YR2006,Bahrain,BHR,19307.5089373876,1295.16621621622,958423,..,100
2006,YR2006,Bangladesh,BGD,509.640189887604,1082.59317815165,140921154,..,50.5251007080078
2006,YR2006,Barbados,BRB,15199.3902245225,645.290697674419,277475,..,100
2006,YR2006,Belarus,BLR,3847.43412382153,47.3372826558372,9604924,..,100
2006,YR2006,Belgium,BEL,38705.1067959147,348.347357992074,10547958,..,100
2006,YR2006,Belize,BLZ,4157.19303528438,12.7723805348531,291338,..,90.9885330200195
2006,YR2006,Benin,BEN,856.054916559873,72.8706367506208,8216893,28.7021102905273,27.8999996185303
2006,YR2006,Bermuda,BMU,95221.8588720301,1194.87037037037,64523,..,100
2006,YR2006,Bhutan,BTN,1330.97744400874,17.2470026497363,657404,..,59.6850547790527
2006,YR2006,Bolivia,BOL,1218.87407426264,8.67298901504662,9395449,..,76.2112808227539
2006,YR2006,Bosnia and Herzegovina,BIH,3416.51237636652,73.5433984375,3765422,..,99.3872756958008
2006,YR2006,Botswana,BWA,5521.99060810445,3.23948088154853,1835911,..,39.7313194274902
2006,YR2006,Brazil,BRA,5886.39152194816,22.5130654667187,188167353,89.6152267456055,97.5943145751953
2006,YR2006,British Virgin Islands,VGB,..,160.146666666667,24022,..,98.0067291259766
2006,YR2006,Brunei Darussalam,BRN,30979.9628427354,70.2584440227704,370262,..,100
2006,YR2006,Bulgaria,BGR,4523.0508329806,69.9716652858326,7601022,..,100
2006,YR2006,Burkina Faso,BFA,473.449868166334,50.5452229532164,13829173,22.4725799560547,11.6862897872925
2006,YR2006,Burundi,BDI,167.376462504995,296.255841121495,7607850,..,2.66000008583069
2006,YR2006,Cabo Verde,CPV,2361.38010115423,116.419602977667,469171,..,68.7907562255859
2006,YR2006,Cambodia,KHM,539.750328907744,76.352283027419,13477705,..,32.4075813293457
2006,YR2006,Cameroon,CMR,1147.4365999036,38.5514945738402,18223677,..,49
2006,YR2006,Canada,CAN,40504.0607253203,3.63290915600646,32571174,..,100
2006,YR2006,Cayman Islands,CYM,82801.5434668214,211.370833333333,50729,..,100
2006,YR2006,Central African Republic,CAF,354.986192001824,6.61028443930784,4118075,..,7.80516910552979
2006,YR2006,Chad,TCD,710.396398684645,8.30457592121982,10457122,..,5.19655656814575
2006,YR2006,Channel Islands,CHI,63244.925375939,..,152999,..,100
2006,YR2006,Chile,CHL,9406.58448549129,21.9957002523092,16354507,..,99.3681106567383
2006,YR2006,China,CHN,2099.22943460734,139.104692987575,1311020000,..,98.461051940918
2006,YR2006,Colombia,COL,3741.09283661273,38.9372699414151,43200901,92.2996826171875,95.7930297851563
2006,YR2006,Comoros,COM,1114.94528131922,336.60773777539,626427,..,53.4684944152832
2006,YR2006,Democratic Republic of the Congo,COD,255.433043197206,24.9566820317152,56578046,..,10.2929649353027
2006,YR2006,Republic of the Congo,COG,2155.40635716309,10.9667437774524,3745143,..,34.86474609375
2006,YR2006,Costa Rica,CRI,5227.46595193036,85.1042107324716,4345421,..,99.1475219726563
2006,YR2006,Cote d'Ivoire,CIV,1347.98882431501,58.9777169811321,18754914,..,60.1710510253906
2006,YR2006,Croatia,HRV,11797.4744733882,77.0345043242084,4311159,..,100
2006,YR2006,Cuba,CUB,4336.63802470136,105.808897867143,11261241,..,96.9274749755859
2006,YR2006,Curacao,CUW,..,..,141239,..,100
2006,YR2006,Cyprus,CYP,26729.32421875,113.150216450216,1045508,..,100
2006,YR2006,Czechia,CZE,15261.7975911138,132.542459546926,10238905,..,100
2006,YR2006,Denmark,DNK,52026.9995142723,135.9318,5437272,..,100
2006,YR2006,Djibouti,DJI,967.679583807819,34.2775668679896,794554,..,55.5
2006,YR2006,Dominica,DMA,5518.42319991872,94.2906666666667,70718,..,88.8495101928711
2006,YR2006,Dominican Republic,DOM,4109.03359145391,190.823452701304,9218681,..,90.1181488037109
2006,YR2006,Ecuador,ECU,3328.88415626323,56.6088701884361,14059379,..,96.3152618408203
2006,YR2006,Egypt,EGY,1397.43669004643,77.2250439499724,76873670,66.3699111938477,99.0400009155273
2006,YR2006,El Salvador,SLV,2631.82273894031,293.407094594595,6079395,83.5594635009766,89.2014694213867
2006,YR2006,Equatorial Guinea,GNQ,12857.3688248227,27.9677005347594,784494,..,65.562614440918
2006,YR2006,Eritrea,ERI,415.036030549833,24.1166263295807,2918209,..,35.7760925292969
2006,YR2006,Estonia,EST,12639.4000677296,31.7718801604152,1346810,..,100
2006,YR2006,Eswatini,SWZ,3176.69116821334,60.2380813953488,1036095,..,35.2000007629395
2006,YR2006,Ethiopia,ETH,194.687432935553,69.5448215026714,78489205,..,18.5954036712646
2006,YR2006,Faroe Islands,FRO,42153.9419654639,34.2356733524355,47793,..,100
2006,YR2006,Fiji,FJI,3715.93265705693,45.3130268199234,827869,..,83.3127365112305
2006,YR2006,Finland,FIN,41222.6020004611,17.3169839860577,5266268,..,100
2006,YR2006,France,FRA,36474.1595859967,116.191329852417,63621376,..,100
2006,YR2006,French Polynesia,PYF,..,75.1964851627773,261007,..,100
2006,YR2006,Gabon,GAB,7221.36987650987,5.55029301043971,1430144,..,80.6201782226563
2006,YR2006,"Gambia, The",GMB,662.362877179135,157.257312252964,1591444,..,38.0789451599121
2006,YR2006,Georgia,GEO,1996.05712927664,67.8880821582281,3880347,..,100
2006,YR2006,Germany,DEU,36353.8803343631,236.225197866483,82376451,..,100
2006,YR2006,Ghana,GHA,913.393849309942,98.3521886261756,22379057,..,55.093448638916
2006,YR2006,Gibraltar,GIB,..,3342,33420,..,100
2006,YR2006,Greece,GRC,24821.9367451879,85.4954383242824,11020362,..,100
2006,YR2006,Greenland,GRL,35458.1231210482,0.138321354610793,56774,..,100
2006,YR2006,Grenada,GRD,6658.22358599046,308.641176470588,104938,..,87.9521026611328
2006,YR2006,Guam,GUM,26713.0583867531,293.794444444444,158649,..,100
2006,YR2006,Guatemala,GTM,2251.08796275499,123.3046845838,13213330,..,83.7309951782227
2006,YR2006,Guinea,GIN,453.403713310942,37.8781580660915,9307421,..,22.7962913513184
2006,YR2006,Guinea-Bissau,GNB,430.003940275091,48.9894025604552,1377582,..,14.5361995697021
2006,YR2006,Guyana,GUY,3188.67316016589,3.79138938277877,746335,..,73.3825912475586
2006,YR2006,Haiti,HTI,804.524511910761,339.07053701016,9344784,48.6850204467773,33.9000015258789
2006,YR2006,Honduras,HND,1430.05761350212,68.230360175172,7634295,..,71.2664489746094
2006,YR2006,Hong Kong,HKG,28224.2150609389,6530.57142857143,6857100,..,100
2006,YR2006,Hungary,HUN,11493.1004118789,112.391139381765,10071370,..,100
2006,YR2006,Iceland,ISL,57492.9342498703,3.03024438902743,303782,..,100
2006,YR2006,India,IND,806.753280628799,391.998591075579,1165486291,62.7544708251953,67.9000015258789
2006,YR2006,Indonesia,IDN,1589.80148866142,122.13898341375,229318262,91.9822692871094,90.620002746582
2006,YR2006,Iran,IRN,3774.35805548168,43.3180800117881,70554756,82.3313217163086,98.4000015258789
2006,YR2006,Iraq,IRQ,2373.20944765192,62.7572170016233,27448124,..,97.6221084594727
2006,YR2006,Ireland,IRL,54329.1618599624,62.0349978226158,4273591,..,100
2006,YR2006,Isle of Man,IMN,42107.8372346818,142.601754385965,81283,..,100
2006,YR2006,Israel,ISR,21853.140239801,325.956561922366,7053700,..,100
2006,YR2006,Italy,ITA,33529.7266014361,196.61968158854,58143979,..,100
2006,YR2006,Jamaica,JAM,4331.29205282124,254.331855955679,2754414,..,88.7970809936523
2006,YR2006,Japan,JPN,35991.546002862,350.765432098765,127854000,..,100
2006,YR2006,Jordan,JOR,2513.02873201623,67.900577969175,5991547,..,100
2006,YR2006,Kazakhstan,KAZ,5291.57530451457,5.67029114346038,15308085,..,99.7665481567383
2006,YR2006,Kenya,KEN,685.954422921829,66.1507520118073,37649039,..,26.4759292602539
2006,YR2006,Kiribati,KIR,1168.47330173558,116.47037037037,94341,..,68.8000030517578
2006,YR2006,North Korea,PRK,..,199.774653268001,24054866,..,..
2006,YR2006,South Korea,KOR,21743.4774514254,499.982369942197,48438292,..,100
2006,YR2006,Kosovo,XKX,..,..,1719536,..,..
2006,YR2006,Kuwait,KWT,42781.5647521665,133.202076318743,2373661,93.2821197509766,100
2006,YR2006,Kyrgyz Republic,KGZ,543.110702403072,27.2075078206465,5218400,..,98.8899993896484
2006,YR2006,Lao PDR,LAO,591.000192026606,25.3296143847487,5846075,..,57.0410575866699
2006,YR2006,Latvia,LVA,9723.44690174779,35.6494287045816,2218357,..,100
2006,YR2006,Lebanon,LBN,4626.85300341662,465.27468230694,4759760,..,99.3838195800781
2006,YR2006,Lesotho,LSO,904.606129755869,65.5445652173913,1989933,..,9.69999980926514
2006,YR2006,Liberia,LBR,336.11567425435,34.5640676910299,3329211,..,..
2006,YR2006,Libya,LBY,10207.955983076,3.34568921422645,5886874,..,88.4998168945313
2006,YR2006,Liechtenstein,LIE,114374.246536419,218.59375,34975,..,100
2006,YR2006,Lithuania,LTU,9230.70798102521,52.1682992980217,3269909,..,100
2006,YR2006,Luxembourg,LUX,90788.8004876145,183.586849281014,472637,..,100
2006,YR2006,"Macao SAR, China",MAC,30121.5604253322,17265.8741258741,493804,93.4997482299805,100
2006,YR2006,Madagascar,MDG,338.751198261085,32.4659782646078,18880265,..,16.6473751068115
2006,YR2006,Malawi,MWI,308.163618229107,137.608114128129,12973693,..,3.65322732925415
2006,YR2006,Malaysia,MYS,6209.12616705899,79.7502784964237,26201954,..,99.1674346923828
2006,YR2006,Maldives,MDV,4809.93374014089,1091.63,327489,98.3979034423828,91.8135070800781
2006,YR2006,Mali,MLI,523.042983340678,10.8207557839353,13203378,26.176549911499,16.6000003814697
2006,YR2006,Malta,MLT,16723.8841811168,1266.5875,405308,..,100
2006,YR2006,Marshall Islands,MHL,2537.71720613288,309.805555555556,55765,..,77.3293685913086
2006,YR2006,Mauritania,MRT,1259.54150505961,3.01921800717959,3111908,..,26.9734230041504
2006,YR2006,Mauritius,MUS,5695.96932704928,607.879802955665,1233996,..,99.0509872436523
2006,YR2006,Mexico,MEX,9068.29421839425,55.3307209547571,107560155,91.7345199584961,99.1141586303711
2006,YR2006,"Micronesia, Fed. Sts.",FSM,2406.11441152466,150.534285714286,105374,..,57.1214981079102
2006,YR2006,Moldova,MDA,1183.37921117185,100.257423329968,2880095,..,100
2006,YR2006,Monaco,MCO,134048.621858085,16866.7982239763,34189,..,100
2006,YR2006,Mongolia,MNG,1334.21272417801,1.64296706828498,2558854,..,77.0872192382813
2006,YR2006,Montenegro,MNE,4425.67887307803,45.7267657992565,615025,..,100
2006,YR2006,Morocco,MAR,2196.01123046875,69.0223818059601,30804689,..,96.5
2006,YR2006,Mozambique,MOZ,435.334063299058,26.8065159337725,21080108,..,13.0951719284058
2006,YR2006,Myanmar,MMR,240.624014213031,75.4450074219168,49301049,..,48.4157218933105
2006,YR2006,Namibia,NAM,4059.10134796275,2.39443938344933,1971318,..,40.7311248779297
2006,YR2006,Nauru,NRU,..,491.35,9827,..,99.2416305541992
2006,YR2006,Nepal,NPL,346.945331253185,181.839462853157,26066687,..,51.2000007629395
2006,YR2006,Netherlands,NLD,44900.9381441374,484.185456161137,16346101,..,100
2006,YR2006,New Caledonia,NCL,29604.0438248694,12.8966083150985,235750,..,100
2006,YR2006,New Zealand,NZL,26654.5932018985,15.8922942539212,4184600,..,100
2006,YR2006,Nicaragua,NIC,1226.63398711348,45.818156888815,5513757,..,75.9677734375
2006,YR2006,Niger,NER,336.281950277799,11.1659974737507,14143969,..,9.30000019073486
2006,YR2006,Nigeria,NGA,1656.42479354329,156.503074321728,142538305,70.1983489990234,47.6100158691406
2006,YR2006,North Macedonia,MKD,3362.96841919784,80.2291781360598,2040228,..,99
2006,YR2006,Northern Mariana Islands,MNP,17714.6333607701,121.491304347826,55886,..,99.8331909179688
2006,YR2006,Norway,NOR,74148.3200757187,12.760447810231,4660677,..,100
2006,YR2006,Oman,OMN,14420.5120419948,8.33845880452342,2580753,..,100
2006,YR2006,Pakistan,PAK,836.860526218154,212.77322799917,164022626,54.1512107849121,70.5494689941406
2006,YR2006,Palau,PLW,9843.04937324124,42.4891304347826,19545,..,98.459587097168
2006,YR2006,Panama,PAN,5348.88425269771,45.6237960721012,3391673,..,85.1507949829102
2006,YR2006,Papua New Guinea,PNG,1256.9796475644,14.6775846840083,6646891,..,12.3999996185303
2006,YR2006,Paraguay,PRY,2271.08888540796,14.8834935816763,5913212,..,96.7490463256836
2006,YR2006,Peru,PER,3154.3313491397,21.95473046875,28102055,88.6993408203125,80.1572723388672
2006,YR2006,Philippines,PHL,1452.43808944715,294.760287755307,87888675,..,80.1800003051758
2006,YR2006,Poland,POL,9035.41046744936,124.514452206843,38141267,..,100
2006,YR2006,Portugal,PRT,19839.4540499032,115.035399584563,10522288,..,100
2006,YR2006,Puerto Rico,PRI,22935.9411586313,428.998196166855,3805214,..,100
2006,YR2006,Qatar,QAT,59530.5610001944,88.0881998277347,1022704,..,100
2006,YR2006,Romania,ROU,5757.4964285719,92.1547960692234,21193760,..,100
2006,YR2006,Russian Federation,RUS,6920.18896484375,8.73439418381291,143049637,..,100
2006,YR2006,Rwanda,RWA,366.911629271557,366.572436157276,9043342,..,11.3462257385254
2006,YR2006,Samoa,WSM,2763.93368516067,63.913074204947,180874,..,96.3717269897461
2006,YR2006,San Marino,SMR,64261.0327257484,494.9,29694,..,100
2006,YR2006,Sao Tome and Principe,STP,883.097041341426,168.4125,161676,..,56.9427185058594
2006,YR2006,Saudi Arabia,SAU,15384.7383584183,11.396207360131,24498313,..,100
2006,YR2006,Senegal,SEN,1027.73144085752,59.1194722900327,11382272,41.8911514282227,49.9000015258789
2006,YR2006,Serbia,SRB,4382.61727851692,84.742385090327,7411569,..,100
2006,YR2006,Seychelles,SYC,12014.3998729502,183.913043478261,84600,..,99
2006,YR2006,Sierra Leone,SLE,323.389018440273,80.7597672485453,5829240,..,12.2971878051758
2006,YR2006,Singapore,SGP,33769.1541633501,6342.02449567723,4401365,..,100
2006,YR2006,Sint Maarten (Dutch part),SXM,..,..,33441,..,100
2006,YR2006,Slovak Republic,SVK,13170.7849804675,111.705904365904,5373054,..,100
2006,YR2006,Slovenia,SVN,19672.9655554146,99.6458788480636,2006868,..,100
2006,YR2006,Solomon Islands,SLB,1119.5808629219,17.1877813504823,481086,..,14.3999996185303
2006,YR2006,Somalia,SOM,..,17.1580068224567,10763904,..,15.2337856292725
2006,YR2006,South Africa,ZAF,6266.53398662041,39.9718602906627,48489464,..,80.6999969482422
2006,YR2006,South Sudan,SSD,..,..,7907407,..,0.643131792545319
2006,YR2006,Spain,ESP,28389.0785799873,88.9761493446631,44397319,97.7521362304688,100
2006,YR2006,Sri Lanka,LKA,1435.81681297616,314.080322117685,19695977,90.8088302612305,82.0500030517578
2006,YR2006,St. Kitts and Nevis,KNA,13614.4933728015,182.05,47333,..,96.8025207519531
2006,YR2006,St. Lucia,LCA,7669.21346965851,271.111475409836,165378,..,92.2560424804688
2006,YR2006,St. Martin (French part),MAF,..,..,35240,..,100
2006,YR2006,St. Vincent and the Grenadines,VCT,5925.31589571019,278.466666666667,108602,..,87.5968551635742
2006,YR2006,Sudan,SDN,1143.93225097656,..,31661824,..,30.5757923126221
2006,YR2006,Suriname,SUR,5197.74790651499,3.23905128205128,505292,..,91.0198364257813
2006,YR2006,Sweden,SWE,46593.6021646111,22.2922170365422,9080505,..,100
2006,YR2006,Switzerland,CHE,59300.6172165015,189.385176000202,7483934,..,100
2006,YR2006,Syrian Arab Republic,SYR,8069.56487932034,103.791629907967,19059257,..,99.5057601928711
2006,YR2006,Tajikistan,TJK,408.838413523407,49.4612032009145,6922590,..,98.6165390014648
2006,YR2006,Tanzania,TZA,485.497436523438,44.6473989613908,39548666,..,14.5156984329224
2006,YR2006,Thailand,THA,3369.54319807344,128.819393607234,65812540,..,99.1462020874023
2006,YR2006,Timor-Leste,TLS,446.466529652108,68.3548755884331,1016437,..,36.6612434387207
2006,YR2006,Togo,TGO,408.057117336142,105.954789483361,5762881,56.888370513916,27.8999996185303
2006,YR2006,Tonga,TON,2873.0766372279,141.269444444444,101714,99.0184631347656,92.3000030517578
2006,YR2006,Trinidad and Tobago,TTO,14102.5932894722,253.908771929825,1302552,..,100
2006,YR2006,Tunisia,TUN,3369.92444259929,65.6617597837281,10201211,..,99.4000015258789
2006,YR2006,Turkiye,TUR,8101.85692374776,89.3374855450021,68756809,88.1193923950195,99.9607238769531
2006,YR2006,Turkmenistan,TKM,2136.47210126331,10.2358095886621,4810114,..,99.8413314819336
2006,YR2006,Turks and Caicos Islands,TCA,24559.1437027965,30.9410526315789,29394,..,96.308349609375
2006,YR2006,Tuvalu,TUV,2381.53642440884,337.266666666667,10118,..,95.7948455810547
2006,YR2006,Uganda,UGA,349.217100086696,142.99321855763,28571475,71.3731384277344,9
2006,YR2006,Ukraine,UKR,2391.32397460938,80.7577085059376,46787786,..,100
2006,YR2006,United Arab Emirates,ARE,41907.4214695701,74.6292875246409,5300172,..,100
2006,YR2006,United Kingdom,GBR,44654.0969208924,251.50589013351,60846820,..,100
2006,YR2006,United States,USA,46302.0008800056,32.5673998463204,298379912,..,100
2006,YR2006,Uruguay,URY,5887.84516224163,19.0001314135527,3325403,97.7896270751953,98.5054244995117
2006,YR2006,Uzbekistan,UZB,654.283837283285,60.7737753814386,26488250,..,99.4900970458984
2006,YR2006,Vanuatu,VUT,2049.53280915594,17.5864643150123,214379,..,26.4400005340576
2006,YR2006,Venezuela,VEN,6833.37891180263,30.4406666288759,26850190,..,99.3000030517578
2006,YR2006,Vietnam,VNM,784.372375930354,270.520772390863,84617545,..,96
2006,YR2006,Virgin Islands,VIR,41377.1466009652,309.625714285714,108369,..,100
2006,YR2006,West Bank and Gaza,PSE,1570.10439962728,565.836212624585,3406334,93.4508666992188,99.6999969482422
2006,YR2006,Yemen,YEM,921.418354862175,39.1833778434381,20687648,..,55.8003349304199
2006,YR2006,Zambia,ZMB,1047.9188431217,16.3756816744912,12173518,..,24.1072578430176
2006,YR2006,Zimbabwe,ZWE,447.854739946441,31.4217293524622,12155496,..,37.2000007629395